text,label
"what is it that you're trying to achieve, girl?",0
"you're trying to reshape me in a mold, love,",1
"for his tongue, it could not speak, but only flatter.",0
but you will wind up peeking through her keyhole down upon your knees.,0
till a man come to speak and he said in one week,0
"i know sal been doing them things again,",0
tell 'em all that montgomery says hello.,0
"i been riding the midnight train,",0
the slow one now will later be fast,0
"and it's hard times, from the country, living down in new york town.",0
tangled up in blue.,0
from the crossroads of my doorstep my eyes start to fade,0
"come back to me, baby, where i live, that's where you belong.",0
"say ""you're dancing with whom they tell you to or you don't dance at all!""",0
as they rode him in custody down to the station,0
"oh, oh, oh, jokerman.",0
remember me to one who lives there.,0
"my lord and my savior, my companion, my friend,",0
"so i'll just say, ""fare thee well.""",0
"hey, mr. tambourine man, play a song for me,",0
and like a fool i mixed 'em and it strangled up my mind,0
like a rolling stone?,0
"four in the morning and they haul rubin in,",0
"i'm not the one you want, babe,",0
and puts her hands in her back pocket bette davis-style.,0
i can still see the day you came to me on the painted desert,-1
your loyalty is not to me but to the stars above.,0
"you've turned your hair to brown, love to see it hanging down.",1
"i want you,",0
"and madonna, she still has not showed,",0
"and, when we meet again, introduced as friends,",0
here's a foreign song i learned in utah.,0
"to shine in through,",0
but he never did like to talk about it all that much.,0
the air is so cold outside and the snow's so deep.,0
he's buried somewheres in louisiana-o.,0
"and emptied the ashtrays on a whole other level,",0
"well, i struggled through barbed wire, felt the hail fall from above,",0
"--bello and bradley and they both baldly lied,",0
and they're breaking down the distance between a-right and wrong.,-1
"living in the land of nod,",0
"with no direction home,",0
and they set him on a path where he's bound to get ill.,0
to flesh-colored christs that glow in the dark -,-1
nobody can throw the ball like catfish can.,0
"i see my light come shining from the west out to the east,",1
"i should have left this town this morning,",0
without any doubt,0
for you've only the lend of them as i suppose,0
"stay, lady, stay, stay with your man awhile.",0
"over the fields where the good shepherd grieves,",0
"man gave names to all the animals in the beginning, in the beginning,",0
"i heard ten thousand whispering and nobody listening,",0
down the hallway footsteps were coming for the jack of hearts.,0
"and the wind punched hard to make the wall-siding sing,",0
"the trail is dark and dusty, the road, it's kind of rough,",-1
"you say you got some other kinda lover and, yes, i believe you do.",1
"i'm t-boned and punctured, i've been known to be calm.",0
"i am not pleading or saying ""i can't forget you"",",0
how can you say he will haunt you?,0
"and where do you look for this hope that you're seeking,",0
"tears on the letter that i write,",0
"shock or knock or lock you up,",0
"ring them bells for all of us who are left,",0
but power and greed and corruptible seed seem to be all that there is.,0
"kick your shoes off, do not fear.",0
i didn't commit no ugly sin -,0
"bring me my pipe, we're gonna shake it,",0
"lord, lord, i'm bound to die trying.",0
"ooh, baby, ooh-ee,",0
"on a night like this i'm so glad you came around,",0
"if not for you,",0
"he was her man, but he done her wrong.",-1
all along the watchtower princes kept the view,0
"of the two sisters, i loved the young.",1
"when you've lost everything, you'll have nothing left to hide,",0
with all memory and fate,0
"and your long-time curse hurts, but what's worse is this pain in here.",-1
"won't let go and i can't let go,",0
i pity the poor immigrant when his gladness comes to pass.,0
"some are mathematicians, some are carpenters' wives,",0
"where the new york city winters aren't bleeding me,",0
"and it's only that i'm asking,",0
"who among them would try to impress you,",0
"but, until men lose their chains and righteousness reigns,",0
putting her in a wheel-barrow and wheeling her down the street.,0
"where the winds hit heavy on the borderline,",0
"waitress comes over, nobody in the place but me and her.",0
tell me that it isn't true.,0
"""his master's voice is calling me,""",0
"but he cursed me when i proved to him. then i whispered and said, ""not even you can hide.",0
what can i do for you?,0
when the weak and the strong and the rich and the poor,0
come out and round up everyone that knows more than they do.,0
"thin man looking at his last meal,",0
"a man named martin luther king,",0
"there is no use in talking and there's no need for blame,",0
i'll be your baby tonight.,0
"four months later, the ghettoes are in flame,",0
"so i drifted down to new orleans where i lucky was to be employed,",0
"to her death is quite romantic, she wears an iron vest,",-1
"put in a prison cell, but one time he could've been the champion of the world.",0
"all of rubin's cards were marked in advance,",0
"trust yourself,",0
"now, his nurse, some local loser, she's in charge of the cyanide hole,",0
and the only sound that's left after the ambulances go,0
"sometimes i'm in the mood, i'm gonna give away all my sins,",0
gotta get up near the teacher if you can if you wanna learn anything.,0
"mama, wipe the blood from my face,",-1
lotta things they'd like they would never buy.,0
"there's a battle outside and it's raging,",0
"i saw a newborn baby with wild wolves all around it,",0
"west of the jordan, east of the rock of gibraltar,",0
that brave and devoted band.,0
"i'm not the one you want, babe,",0
"right now i can't read too good, don't send me no more letters, no!",0
i'm ready for to fade,0
says it's closing time,0
"there's a lone soldier on the hill, watching 'fore them raindrops pour,",0
"if your time to you is worth saving,",0
"that five walls cannot hide him,",0
"the only son of god almighty,",0
as the curtain is drawn and somebody's eyes,0
"well, it may be the devil or it may be the lord,",0
"no llores, mi querida, dios nos vigila,",0
"writing ""sad-eyed lady of the lowlands"" for you.",0
knock--knock--knocking on heaven's door.,0
where i can watch her waltz for free 'neath her panamanian moon.,0
they crammed me back into the county jail -,0
"if you can't quit your sinning,",0
before he can hear people cry?,-1
"well, i don't know how it happened, but the riverboat captain, he knows my fate,",0
"you may be a businessman or some high-degree thief,",0
with the golden loom.,0
"and they'll raise their hands, saying, ""we'll meet all your demands"",",0
say one more stupid thing to me before the final nail is driven in.,0
"stack-a-lee walked to the bar-room and he called for a glass of beer,",0
did so many things i never did intend to do.,0
"cloak and dagger dangles,",0
the bakery truck stops outside of that fence,0
you only got ten.,0
"all day long i hear his voice shouting so loud,",0
"she had to sell everything she owned and froze up inside,",0
so i can know if i'm really real.,0
as someone who has had you on his mind.,0
i know plenty of people put me up for a day or two.,0
"circled by the circus sands,",0
"you can't live by bread alone, you won't be satisfied,",0
wherever you're a-gambling now nobody knows.,0
"and madonna, she still has not showed,",0
but simply because it's true.,0
"some are mathematicians, some are carpenters' wives,",0
"out to the windy beach,",0
"yes, and how many deaths will it take till he knows",-1
"private reasons, great or small,",0
but the magician is quicker and his game is much thicker than blood and blacker than ink,-1
it's just a shadow you're seeing that he's chasing.,0
you left me standing in the doorway crying,-1
"beneath a bare light-bulb the plaster did pound,",1
were handing out the flowers that i'd given to you.,0
"honey, i want you.",0
"now, we heard the sermon on the mount and i knew it was too complex,",0
"come gather 'round, people, wherever you roam,",0
"heart of mine, so malicious and so full of guile,",0
"don't follow leaders,",0
"the lights on my native land are glowing,",1
"said when you been good now, can't do no more,",0
"right now i can't read too good, don't send me no more letters, no!",0
i'm not sleepy and there is no place i'm going to.,0
"and i'm just like that bird,",0
"you say you're sorry for telling me stories you know i believe are true,",0
"i see the turning of the page, curtain rising on a new age,",0
"answers of emptiness, voice vacancies",0
"i think we oughtta take some of these people,",0
it's almost like-almost like i don't exist.,0
"oh, yes, i'm pressing on,",0
but you break just like a little girl.,0
"lay down your weary tune, lay down, lay down the song you strum",0
and never sat once at the head of the table,0
but among the dead that were left on the hill,0
"but there's nothing, really nothing to turn off,",0
until the break of day let me see you make him smile.,1
"oh, oh, oh, jokerman.",0
"one more cup of coffee for the road,",0
"down the foggy ruins of time,",0
"and may you stay forever young,",1
"lights flicker from the opposite loft,",1
all you boys better run for cover,0
"handy-dandy, handy-dandy.",0
the answer is blowing in the wind.,0
"god knows it could snap apart right now, just like putting scissors to a string.",0
"knock--knock--knocking on heaven's door,",0
crying like a fire in the sun.,-1
"high society, notoriety.",0
"yes, i'm trying to get closer, but i'm still a million miles from you.",0
"i was looking around, i was outta sight.",0
i know not if i sink or swim.,0
"and it ain't no use in a-calling out my name, babe,",0
"now you don't talk so loud,",0
that son-of-a-bitch is brave and getting braver.,0
"and the fire in the air, it felt frozen",0
"i think you will find, when your death takes its toll,",-1
"she say, ""you can't repeat the past."" i say, ""you can't?",0
"there's beauty in that rainbow in the sky,",0
"i asked fat nancy for something to eat, she said, ""take it off the shelf.",0
"i lived with them on montague street, in a basement down the stairs,",0
what made them want to come and blow you away?,0
"well, they'll stone you and say that it's the end,",0
"you, you, you, you, you got a hold of my heart.",0
what can i do for you?,0
"please her, please him, buy gifts,",0
"i'd already gone the distance,",0
"baby, two feet from the well.",0
with guns in their hands and god on their side.,0
"oh, honey, after all these years you're still the one.",0
there's nothing in here moving,0
"crimson flames tied through my ears,",0
it's a shame the way she make me scrub the floor.,0
that too many people have died?,0
"cobwebs in your mind, dust upon your eyes?",0
"but it ain't him to blame,",0
everybody can't be as lucky as you.,0
"with his ticket stub still in his hand,",0
"and it's ride, willie, ride,",0
the naked truth is still taboo whenever it can be seen.,0
capture your soul and hold it for ransom.,0
stayed in mississippi a day too long.,0
time passes slowly and fades away.,0
"you look into the fiery furnace, see the rich man without any name.",0
but i'm walking and wandering - my poor feet don't ever stop! -,0
"when you cease to exist, then who will you blame?",0
blame it on a simple twist of fate.,0
but everybody still talks about how badly they were shocked.,0
"""have you seen dignity?""",0
"i offered her my hand, she took me by the arm.",0
"well, he hands you a nickel, he hands you a dime.",0
"ooh, i can't stand it, i can't stand it,",0
what about that millionaire,0
"drinking, thinking that they got it made,",0
"nothing about it that's sweet, the disease of conceit.",0
is it something important? maybe not.,0
"categorize me or hypnotize me,",0
everything up to that point had been left unresolved -,0
"well, they'll stone you and say that it's the end,",0
"trouble,",0
i laugh and i cry and i'm haunted by,-1
upon four-legged forest-clouds,0
and rest yourself 'neath the strength of strings no voice can hope to hum.,0
look out your window and i'll be gone.,0
"and, now, i know you're dissatisfied with your position and your place.",0
to which a scoundrel clings.,0
"his old eyes deepened in his head,",0
"and it's all over now, baby blue.",0
"and seized him by the collar, boldly made him stand.",0
"can't stand back, swear you gotta step it up and go!",0
"got a long, black feeling and it's hard to trace",0
did somebody tell you that you could get it from me?,0
"i and i, in creation where one's nature neither honors, nor forgives.",0
"and the cockerels and the neighbors clap and cheer with each blast,",0
"deny, defy, or crucify you.",0
"you don't have to be afraid of looking a-into my face,",0
wants to get it paid off.,0
look out your window and i'll be gone.,0
"got to have your own harem when you come in the door,",0
"well, i asked the doctor if i could see you. ""it's bad for your health,"" he said.",0
see the primitive wallflower freeze,0
"and comes to a permanent stop,",0
"she speaks a-with a stutter and she walks with a hop,",0
why should i worry or crave you in vain?,0
"forever young, forever young,",1
"everybody wants my attention, everybody got something to sell, except you, yeah, you,",0
"blue moon, now, i'm no longer alone",0
"politician's got on his jogging shoes,",0
"well, they'll stone you when you are all alone,",0
"all of rubin's cards were marked in advance,",0
"come on, come on, stick together,",0
"standing on the water, casting your bread",0
"stone you when you're reaching for the door,",0
"look away, you rolling river,",0
"well, i keep seeing this stuff and it just comes a-rolling in",0
"you always responded when i needed your help,",0
everybody tells me she's the brains behind pa.,0
"with a worn heart, whose better days are over.",0
"i am hanging in the balance of a perfect, finished plan",0
"oh, won't you come see me, queen jane?",0
"but you and i, we've been through that and this is not our fate,",0
you'll see the honor i have gained by the wearing of the blue.,0
"nobody feels any pain tonight as i stand inside the rain,",-1
"far past the frozen leaves,",0
"well, the devil's in the alley, mule's in the stall,",0
"i don't know why i love her, but i just can't stop,",1
i'm not sleepy and there is no place i'm going to.,0
"i went to see the gypsy staying in a big hotel,",0
"if you're black, you might as well not show up on the street 'less you wanna draw the heat.",0
"there are things i could say but i don't, i know the mercy of god must be near.",0
"but it's not that way, i wasn't born to lose you.",0
i'll follow your casket on the pale afternoon,0
"they like to take all this money from sin, build big universities to study in,",0
"they'll stone you and then say, ""you are brave,""",0
fear to bring children into the world.,0
"i know every scene by heart, they all went by so fast.",0
may you always know the truth and see the light surrounding you.,1
"they took a clean-cut kid,",0
"i been shooting in the dark too long, when something's not right, it's wrong,",-1
"may be a rock-and-roll addict prancing on the stage,",0
"someone got a hold of my heart,",0
"may you always be courageous, stand upright and be strong,",0
and it seems like i've gotta travel on.,0
"exchanging all precious gifts and things,",0
"sara, sara, radiant jewel, mystical wife.",0
"you may call me bobby or you may call me zimmy,",0
"no direction home,",0
"when i come a-knocking, don't throw me no bone.",0
i knew that very instant she meant to do me harm.,0
"he tried to grab the woman's hand, said, ""here's a ring, it cost a grand!"" she said, ""that ain't enough.""",0
i left my dreams on the riverbed.,0
"all the tired horses in the sun,",0
"then you ask why i don't live here! honey, i gotta think you're really weird!",0
"we came to the pyramids all embedded in ice,",0
"there was a man named mahatma gandhi,",0
as the present now will later be past.,0
please quit your low-down ways.,0
"yes, for telling all those lies.",0
"maybe someday you'll have nowhere to turn,",0
"i just can't do what i've done before,",0
"well, you're on your own - you always were - in a land of wolves and thieves,",0
"if i was still the same, if i ever became what you wanted me to be.",0
all their earthly principles they're gonna have to abandon?,0
"it looked like there wasn't nothing that he couldn't pull - ""ah, think i'll call it a bull.""",0
a-ten guineas in gold i'll stick in your fist,0
"can't stand pat, swear you gotta step it up and go!",0
"where the pellets of poison are flooding their waters,",0
with the heat rising in my eyes.,0
"you know, he keeps on saying everything twice to me.",0
"made before the foundation of--of the world,",0
"and your long-time curse hurts, but what's worse is this pain in here.",-1
the face of god will appear,0
like a rolling stone?,0
she dropped a coin into the cup above a blind man at the gate,0
"everywhere you go, it's enough to break hearts,",0
"all because i'm falling for a curly-headed, dark-eyed gal.",-1
"and the breeze will cease to be breathing,",0
"in the foggy web of destiny,",0
now i'm trying to get to heaven before they close the door.,0
"ooh-ee, ride me high, tomorrow's the day my bride's gonna come!",0
"and didn't even talk to the people at the table,",0
she takes just like a woman,0
"she was fifty-one years old and gave birth to ten children,",0
"lawman on your trail, he'd like to catch you,",0
"i heard the roar of a wave that could drown the whole world,",0
"only one thing i did wrong,",-1
"man gave names to all the animals in the beginning, long time ago.",0
"she sees a bartender in a pool of blood,",-1
"they paved paradise, they put up a parking lot,",1
"you promised to love me, but what do i see?",1
"can't hear your name, you can't see your face,",0
"you came in like a wind, like errol flynn, you changed my life.",0
"fill it with new-made corn mash and never more you'll toil,",0
i'd be lost if not for you and you know it's true.,0
"some say they lived off gambling and running numbers too,",0
"billy, you're so far away from home,",0
how does it feel,0
"well, i've already had two beers, i'm ready for the broom,",0
there were times when i was so lonesome,0
"it's getting dark, too dark to see",-1
"and when it finally--the bottom fell out, i became withdrawn,",0
"as soon as you're awake, you're trained to take",0
in the jingle-jangle morning i'll come following you.,0
"hey, mr. tambourine man, play a song for me,",0
"hey, mr. tambourine man, play a song for me,",0
"teachers teach that knowledge waits,",0
"ooh, baby, ooh-ee,",0
that hype you and type you and making you feel that you gotta be just like them.,0
"in bed with nobody, under no one's command.",0
"knock--knock--knocking on heaven's door,",0
"well, it's sundown on the union and what's made in the usa.",0
"your breath is sweet, your eyes are like two jewels in the sky,",0
and ask me to open up the gate for you.,0
we were the wrong side.,-1
a south politician preaches to the poor white man:,0
sometimes it gets so hard to care.,0
if he don't expect to be housing flushes.,0
blowing through another no-good town.,0
my back's to the wall: where can i run?,0
"till the keys of the guards clicked the tune of the morning,",0
"mama's in the factory, she ain't got no shoes,",0
"thinking about the government,",0
"how could they ever have persuaded you,",0
you can go back to him any time you want to.,0
i know something is changed.,0
want me to fly like an eagle while being chained to the floor.,0
is the love in your heart for me turning blind?,1
"nobody can see through him, no, not even the chief of police.",0
"i'll forsake my husband too for the love of blackjack davey,",1
"i and i, in creation where one's a-nature neither honor, nor forgive.",0
"look away, we're bound away across the wide missouri.",0
you're the only love i've ever known.,1
"you give me the blues, i guess you're satisfied,",0
"they say every man needs protection,",0
"you may like to gamble, you might like to dance,",0
"has taken all his blankets from the floor,",0
"and joined the john birch society,",0
"relationships of ownership,",0
"but i did it because he lied, because he took you for a ride,",0
"me if i don't get out the door in two seconds flat,",0
"your babies're crying louder, now, it's pounding on your brain.",-1
"so now i'm going back again, i got to get to her somehow,",0
"like a complete unknown,",0
"don't have to go to russia or iran,",0
"one more cup of coffee for the road,",0
"when i come a-knocking, don't throw me no bone.",0
"well, george lewis told the englishman, the italian, and the jew,",0
"and, when he sees his reflection, he's fulfilled.",0
"they'll stone you when you are walking home,",0
expecting all the gifts that wise men bring.,0
why and what's the reason for?,0
"pounding print in his old typewriter,",0
thank you!,0
"even though my eyes are hazy and my thoughts, they might be narrow,",0
everything is gonna be alright.,0
"""come in,"" she said, ""i'll give you shelter from the storm.""",0
"""death to all those that--who would whimper and cry!""",-1
"68, but says she's 24, ohh!",0
"where the sun never set, where the trees hung low,",0
"bankers' nieces seek perfection,",0
"hey, mr. tambourine man, play a song for me,",0
"couldn't even see the floor,",0
i walked down the courthouse stairs and i did not understand -,0
"he'll teach you how to pick and choose and how to throw the blade,",0
"""come in,"" she said, ""i'll give you shelter from the storm.""",0
"blowing on down the backroads, heading south,",0
"but you're gonna have to serve somebody,",0
in the jingle-jangle morning i'll come following you.,0
"that fellow who never blushes,",0
life don't mean a thing.,0
"joey, joey,",0
"i have no one to meet,",0
that son-of-a-bitch is brave and getting braver.,0
where the nights are always sadder than the day.,0
"yes, and how many times must the cannon balls fly",0
"pistol-shots ring out in the barroom night,",0
"none of them along the line know what any of it is worth.""",0
"when you've decided that you've had enough,",0
"a self-ordained professor's tongue,",0
and one deserving of affection?,0
"look out, kid,",0
with your golden loom.,0
"you know i won't be next to you, you know i won't be near,",0
"rubin's in south america, fighting for his name,",0
it is only he who can reduce me to tears.,0
"intending no harm, but meant to pass by for it being on christmas morning.",0
"feel like a broke-down engine, ain't got no driving wheel,",0
i can't even remember what it was i came here to get away from.,0
"oh, when the dawn came over the river bridge, i knew it was up to me.",0
who ever thought they'd ever make that stick?,0
"for the times, they are a-changing.",0
reacted to his deed with a shrug of his shoulders,0
said i ain't gonna work for maggie's ma no more.,0
"i can't see us going anywhere, girl --",0
after he's taken everything he could steal?,0
be in the palm of some fool's hand?,0
"i got a god-fearing woman, one i can easily afford,",0
good god!,0
to see him obviously framed,0
and i hear in my head what you say in your sleep,0
"won't let go and i can't let go,",0
"i tried to reach you, honey,",0
upon four-legged forest-clouds,0
but i'd sacrifice the world for you to watch my senses die.,0
"in the federal city you been blown and shown pity in secret for pieces of change,",0
"people tell me it's a sin to know and feel too much within,",0
"with no direction home,",0
"people'd call, say, ""beware, doll,",0
"i ain't gonna work on maggie's farm no more,",0
to sit down on this bank of sand and watch the river flow.,0
"owns a tobacco farm of six hundred acres,",0
deceived me into thinking,0
"daddy's in the alley, he's looking for food,",0
i'm not sleepy and there is no place i'm going to.,0
in the stillness of the midnight,0
you know you can't keep her and the water gets deeper that is leading you onto the brink,0
and the tide will sound and the waves will pound,0
"mama's in a factory, she ain't got no shoes,",0
"he says, ""young man, is your name brown?",0
"water pouring into vicksburg, don't know what i'm gonna do.",0
"his mama walks the floor, his daddy weeps and moans,",0
are free to drink martinis and watch the sun rise,0
you're the kind of woman i just don't understand -,0
"there's a man on a cross and he be crucified for you,",0
"so, don't fear if you hear",0
"when you gonna wake up, when you gonna wake up,",0
"rubin carter and a couple of friends are driving around,",0
"and, if you don't underestimate me, i won't underestimate you.",0
it's very nice to stay a week or two,0
"you may call me r.j., you may call me ray,",0
"one hand is tied to the tight-rope walker, the other is in his pants.",0
never could learn to look at your face and call it mine.,0
to get you facts if someone attacks your imagination.,0
"bird, fly high by the light of the moon,",1
to ease the pain of idleness and the memory of decay.,-1
later on that evening i watched it on tv.,0
"move lightly from the ledge, babe,",1
"""i thought you'd never say hello,"" she said, ""you look like the silent type.""",0
"used to run in the cemetery, dance and run and sing when i was a child",0
"then you ache just like a woman, but you break just like a little girl.",0
don't trust me to show you love when my love may be only lust.,1
"someone got a hold of my heart,",0
knock--knock--knocking on heaven's door.,0
"he sees your deeds, he knows your needs even before you ask.",0
"silhouetted by the sea,",0
"i'm sick of love, that i'm in the thick of it,",1
"""there are many here among us who feel that life is but a joke,",0
it's a hard rain's gonna fall.,0
"i won't have my nature way,",0
the sooner you can leave.,0
hmm.,0
"sent for the doctor, well, the doctor, he did come,",0
"and she says, ""your debutante just knows what you need, but i know what you want.""",0
"like every sparrow falling, like every grain of sand.",0
"brighton girls are like the moon,",0
"no more auction block for me, no more, no more,",0
and pretend that we never have touched.,0
"when the last rays of daylight go down, buddy, you'll roll no more,",1
"""no, i never did engage in this kinda thing before,",0
"she said, ""where you been?"" i said, ""no place special.""",0
"come on, give it to me, i'll keep it with mine.",0
"the scene is so crazy, wasn't it?",0
but the post office has been stolen,0
"she turned around to look at me as i was a-walking away,",0
"oh, angelina.",1
"i got my walking shoes, i got my walking shoes,",0
do you have any faith at all? do you have any love to share?,1
the answer is blowing in the wind.,0
my ship is in the harbor,0
"but me, i can't cover what i am,",0
"so, never leave me lonely,",0
"and the ancient, empty street's too dead for dreaming.",0
"but don't think twice, it's alright.",0
my pockets are loaded and i'm spending every dime.,0
the drunken politician leaps upon the street where mothers weep,0
"and later on, as the crowd thinned out, i's about to do the same,",0
the kings of tyrus with their convict list,0
i'm in the kitchen with the tombstone blues.,0
"brownsville girl, you're my honey, love.",1
i'm younger than that now.,0
"sometimes i turn, there's someone there, other times it's only me.",0
"well, it may be the devil or it a-may be the lord,",0
"i would have gone on after you, but i didn't feel like letting my head get blown off.",0
"well, i know that highway like i know my hand.",0
"alfred bello had a partner and he had a rap for the cops,",0
"and gathering storms may arise,",0
"oh, lucky's driving a long, long time -",0
"and, if i can save you any time,",0
"you'd never know it to look at him, but in the final shot he won the war",0
"oh, time is short and the days are sweet",0
"broke her heart, lost my own,",0
"bird, fly high by the light of the moon,",1
you come to my eyes like a vision from the skies,0
"you never understood that it ain't no good,",0
"i keep seeing visions of you, a lily among thorns,",0
"and, though this man could hardly see, they told him he could identify the guilty men.",0
"any day now, oh, any day now, i shall be released.",0
"tell me,",0
"well, i've been to london and i've been to gay paris,",0
"""that a friend of mine would get ninety-nine years?"" -",0
"cop said, ""wait a minute, boys, this one's not dead!""",0
thank you.,0
it's a hard rain's gonna fall.,0
"well, they'll stone you when you are all alone,",0
"silvio, silver and gold",0
"won't buy back the beat of a heart grown cold,",0
"and i freeze in the moment like the rest who don't try,",0
"as we listened one last time and we watched with one last look,",0
"you were trying to break into another world, a world i never knew.",0
"i just say no thanks,",0
"i've been to sugar town, i shook the sugar down,",0
and i'm walking down the line - my feet'll be flying - to tell about my troubled mind.,0
"so let us not talk falsely now, the hour's getting late.""",0
"the cops said, ""a poor boy like you could use a break -",0
i'm younger than that now.,0
"you can mislead a man, take hold of his heart with your eyes,",0
"in a little hilltop village they gambled for my clothes,",0
"and the riot squad, they're restless, they need somewhere to go",0
"voices echo, ""this is what salvation must be like after a while"",",0
serve somebody:,0
i'm an old boll weevil looking for a home,0
i hear them semis rolling too.,0
"you feel to moan, but, unlike before,",0
"do you know where i can get rid of these things?""",0
"and it's hard times, from the country, living down in new york town.",0
on anything 'cept a simple twist of fate.,0
"circled by the circus sands,",0
"it wasn't me that made him fall,",0
"and if i don't make it, you know my baby will.",0
"man gave names to all the animals in the beginning, in the beginning,",0
i wish i knew what it was keeps me loving you so.,0
i ain't hauling any of my lambs to the marketplace anymore.,0
"tuba players now rehearse around the flagpole,",0
"in the darkness of my night,",-1
"no more affection that's misplaced, girl,",0
"in a twinkling of an eye when the last trumpet blows,",0
"well, i gave to you my heart, my bed, and treasure",0
"i'm trying to get closer, but i'm still a million miles from you.",0
who among them could think he could outguess you?,0
that just struck me kinda funny.,0
"and it's all over now, baby blue.",0
"i'm just average, common too.",0
"he hands you a nickel and he hands you a dime,",0
"them playing leapfrog and hearing about snow white,",0
may you always do for others and let others do for you.,0
"i'm gonna establish my rule through civil war,",0
"baby, let me follow you down,",0
is strapped across their shoulders and then the kerosene,0
"she's a brown-skin woman, but i-i love her just the same.",1
"i saw a room full of men with their hammers bleeding,",0
"you may own guns and you may even own tanks,",0
your cracked country lips i still wish to kiss as to be by the strength of your skin.,0
"your sister sees the future like your mama and yourself,",0
i always have respected her for doing what she did and getting free.,0
"that can do what's never been done,",0
"others say, ""don't hate nothing at all except a-hatred.""",-1
"it's just escaping on the run, and but for the sky there are no fences facing.",0
"i'm leaving tomorrow, but i could leave today.",0
"you wish for contentment, but you got an emptiness that can't be filled,",0
"you could die down here, be another accident statistic.""",0
half asleep 'neath the stars with a small dog licking your face.,0
tomorrow keeps turning around.,0
"like a complete unknown,",0
"i got my black dog barking, black dog barking.",0
"any day now, any day now, i shall be released.",0
if you don't mind sleeping with your head face-down in a plate.,0
"well, they used to grow food in kansas,",0
"may be living in another country under another name,",0
"alberta, what's on your mind?",0
"when blackness was a virtue, the road was full of mud,",0
"on this new morning, new morning,",0
though its shadow's metal badge,0
"no, i ain't gonna work for maggie's pa no more.",0
"well, i got eight carburetors and, boys, i'm using 'em all,",0
"all the people we used to know, they're an illusion to me now.",0
"trails of troubles, toads of battles,",0
"one more weekend, one more weekend'll do.",0
blowing like it's gonna sweep my world away.,0
blowing like it's gon' blow my blues away.,0
"and what'll you do now, my darling young one?",0
don't fall apart on me tonight.,0
"the sunny sky is aqua-blue,",0
"""she's waiting at home like a patient saint,",0
how could they ever mistake you?,0
i did a somersault as i seen him get his gun,0
"the police department hounded him, they called him ""mr. smith"",",0
"puts the pied-pipers in prison and fattens the slaves,",0
"stay, lady, stay, stay while the night is still ahead.",0
it's something you did,0
"stone you and they'll say that it's the end,",0
"knock--knock--knocking on heaven's door,",0
hold on to me so tight and heat up some coffee grounds.,0
of every man who put me here.,0
"oh, these costly beads around my neck",0
"and what'll you do now, my blue-eyed son?",0
"throw my troubles out the door, i don't need them anymore",0
"my dogs are barking, there's must be someone around,",0
"may your hands always be busy, may your feet always be swift,",0
"sky that cries and a bird that flies, a fish that walks and a dog that talks.",0
"yes, and how many ears must one man have",0
"dealing cards till dawn in the hacienda,",0
"take me on a trip upon your magic, swirling ship,",0
"'cause something is happening and you don't know what it is, do you, mr. jones?",0
that i made it so easy for you to follow me.,0
hope i don't blow it.,0
and the dust of rumors covers me.,0
sweet lady.,0
"i got my hammer ringing, pretty baby, but the nails ain't going down.",0
but there's only one authority - that's the authority on high.,0
is gonna be against the law.,0
"hey, mr. tambourine man, play a song for me,",0
"but there's nothing-really nothing to turn off,",0
i had fourteen-karat gold in my mouth and silk upon my back.,0
and be buried on the bottom of the ocean.,0
"till i gaze back to the streets, the sidewalks, and the sign",0
"i know it looks like i'm moving, but i'm standing still.",0
"coffins dropping in the street like balloons made out of lead,",0
"i know the reason that you talk behind my back,",0
"without your love i'd be nowhere at all,",1
"to the white folks who watched he was a revolutionary bum,",0
"if you're making love to her, kiss for the kid",1
"stared at the person who killed for no reason,",-1
"without your love i'd be nowhere at all,",1
"found a note she'd left behind, but he could not concentrate",0
said i ain't gonna work on maggie's farm no more.,0
the hour when the ship comes in.,0
"""i was only robbing the register, i hope you understand!",0
"it frightens me, the awful truth of how sweet life can be,",0
but you must realize first i'm not another man you can hire.,0
"if you're black, you might as well not show up on the street 'less you wanna draw the heat.",0
"though we kissed through the wild, blazing nighttime,",0
"there oughtta be a law against you coming around,",0
"well, i was praying the pieces wouldn't fall on me!",0
who carried on his shoulder a siamese cat.,0
now they wanna grow it on the moon and eat it raw.,0
"fools rush in where angels fear to tread,",1
"well, you wear it so pretty. honey, can i jump on it sometime?",0
"jokerman, dance to the nightingale tune,",0
am i supposed to set back and wait until he's here?,0
"papa writes to johnny - johnny can't come home,",0
most of the time i'm strong enough not to hate.,-1
"lay, lady, lay, lay across my big brass bed.",0
"rips into your senses, through your body and your mind,",0
"the sun beat down upon the steps of time to light the way,",1
"a finger fired the trigger to his name,",0
and he carries a reminder of every blow that's laid him low and cut him till he cried out,0
"to stay closer than any friend,",0
"from now on i'll be busy, ain't going nowhere fast,",0
"heading out for the east coast - lord knows, he's paid some dues getting through,",0
"yes, i'm bound to get lucky, baby,",0
the vows that we kept are now broken and swept 'neath the bed where we slept.,0
"her jamaican rum and, when she did come, i asked her for some.",0
"you can't find no salvation, have no expectations any time, any place, anywhere.",0
is the saving grace that's over me.,0
i'm in the kitchen with the tombstone blues.,0
"the iron hand, it ain't no match for the iron rod,",0
"get me outta here, my dear man!",0
on this new morning with you.,0
"won't you come see me, queen jane?",0
"give what i got until i got no more,",0
"once upon a time you dressed so fine,",0
